word,source_grade_hint,normalized_band,source_list,rank,count,academic,pos,notes,preferred_band,beginner_score,intermediate_score,advanced_score,source_tags,source_files
friendly,7,6-8,intermediate_6_to_8,1538,53,false,adv,tier1_ngsl_general+ngsl_rank_1538+grade_estimate_7,intermediate,4.08,29.939,9.96,intermediate_seed,intermediate_6_to_8.csv
friends,3,k-5th grade,beginner_k_to_5,323,,false,n,tier2_fry_filtered+fry_rank_323+grade_estimated_from_fry_rank,beginner,29.0,7.0,2.0,beginner_seed,beginner_k_to_5.csv
friendship,8,6-8,intermediate_6_to_8,2486,25,false,n,tier1_ngsl_general+ngsl_rank_2486+grade_estimate_8,intermediate,3.926,30.235,11.181,intermediate_seed,intermediate_6_to_8.csv
frieze,12,9-12,advanced_9_to_12,9366,173,false,n,tier3_bnc_coca+bnc_coca_band_10k+grade_estimate_12+general_or_nonacademic,advanced,2.157,8.31,28.584,advanced_seed,advanced_9_to_12.csv
frigate,12,9-12,advanced_9_to_12,9367,220,false,v,tier3_bnc_coca+bnc_coca_band_10k+grade_estimate_12+general_or_nonacademic,advanced,1.417,8.389,30.053,advanced_seed,advanced_9_to_12.csv
frighten,7,6-8,intermediate_6_to_8,2196,31,false,v,tier1_ngsl_general+ngsl_rank_2196+grade_estimate_7,intermediate,3.968,29.79,9.829,intermediate_seed,intermediate_6_to_8.csv
frigid,11,9-12,advanced_9_to_12,8360,117,false,adj,tier3_bnc_coca+bnc_coca_band_9k+grade_estimate_11+general_or_nonacademic,advanced,2.062,8.183,28.473,advanced_seed,advanced_9_to_12.csv
frill,11,9-12,advanced_9_to_12,7362,390,false,v,tier3_bnc_coca+bnc_coca_band_8k+grade_estimate_11+general_or_nonacademic,advanced,2.361,8.582,28.821,advanced_seed,advanced_9_to_12.csv
fringe,8,6-8,intermediate_6_to_8,825,9,true,n,tier2_nawl_academic+nawl_rank_825+grade_estimate_8,intermediate,6.567,29.523,10.895,intermediate_seed,intermediate_6_to_8.csv
frivolous,11,9-12,advanced_9_to_12,7363,241,false,adj,tier3_bnc_coca+bnc_coca_band_8k+grade_estimate_11+general_or_nonacademic,advanced,1.44,8.92,30.78,advanced_seed,advanced_9_to_12.csv
frock,11,9-12,advanced_9_to_12,8361,297,false,n,tier3_bnc_coca+bnc_coca_band_9k+grade_estimate_11+general_or_nonacademic,advanced,2.292,8.49,28.741,advanced_seed,advanced_9_to_12.csv
frolic,12,9-12,advanced_9_to_12,9368,117,false,adj,tier3_bnc_coca+bnc_coca_band_10k+grade_estimate_12+general_or_nonacademic,advanced,2.062,8.183,28.473,advanced_seed,advanced_9_to_12.csv
from,1,k-5th grade,beginner_k_to_5,33,,false,prep,tier1_dolch+dolch_grade1+fry_overlap+grade1_week7_item1,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
frond,12,9-12,advanced_9_to_12,9369,135,false,n,tier3_bnc_coca+bnc_coca_band_10k+grade_estimate_12+general_or_nonacademic,advanced,2.097,8.229,28.513,advanced_seed,advanced_9_to_12.csv
front,3,k-5th grade,beginner_k_to_5,421,,false,n,tier2_fry_filtered+fry_rank_421+grade3_week2_item9,beginner,29.8,7.5,2.0,beginner_seed,beginner_k_to_5.csv
frontier,9,9-12,advanced_9_to_12,3414,1372,false,n,tier3_bnc_coca+bnc_coca_band_4k+grade_estimate_9+general_or_nonacademic,advanced,1.884,11.012,30.898,advanced_seed,advanced_9_to_12.csv
froth,11,9-12,advanced_9_to_12,7364,306,false,v,tier3_bnc_coca+bnc_coca_band_8k+grade_estimate_11+general_or_nonacademic,advanced,2.3,8.5,28.75,advanced_seed,advanced_9_to_12.csv
frown,9,9-12,advanced_9_to_12,3415,2210,false,v,tier3_bnc_coca+bnc_coca_band_4k+grade_estimate_9+general_or_nonacademic,advanced,2.808,11.177,30.342,advanced_seed,advanced_9_to_12.csv
frugal,12,9-12,advanced_9_to_12,9370,113,false,adj,tier3_bnc_coca+bnc_coca_band_10k+grade_estimate_12+general_or_nonacademic,advanced,2.054,8.172,28.463,advanced_seed,advanced_9_to_12.csv
fruit,2,k-5th grade,beginner_k_to_5,863,,false,n,tier2_fry_filtered+fry_rank_863+grade2_week9_item16,beginner,29.8,7.5,2.0,beginner_seed,beginner_k_to_5.csv
fruitful,10,9-12,advanced_9_to_12,6354,523,false,adj,tier3_bnc_coca+bnc_coca_band_7k+grade_estimate_10+general_or_nonacademic,advanced,1.636,8.681,29.609,advanced_seed,advanced_9_to_12.csv
fruition,12,9-12,advanced_9_to_12,9371,181,false,n,tier3_bnc_coca+bnc_coca_band_10k+grade_estimate_12+general_or_nonacademic,advanced,1.369,8.825,30.697,advanced_seed,advanced_9_to_12.csv
fudge,11,9-12,advanced_9_to_12,8362,152,false,n,tier3_bnc_coca+bnc_coca_band_9k+grade_estimate_11+general_or_nonacademic,advanced,2.126,8.268,28.547,advanced_seed,advanced_9_to_12.csv
fuel,2,k-5th grade,beginner_k_to_5,254,,false,n,elementary_fill+grade2+grade2_week16_item14,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
fugitive,10,9-12,advanced_9_to_12,6355,224,false,adj,tier3_bnc_coca+bnc_coca_band_7k+grade_estimate_10+general_or_nonacademic,advanced,1.422,8.895,30.758,advanced_seed,advanced_9_to_12.csv
fulfill,8,6-8,intermediate_6_to_8,2447,26,false,n,tier1_ngsl_general+ngsl_rank_2447+grade_estimate_8,intermediate,3.934,29.245,9.089,intermediate_seed,intermediate_6_to_8.csv
full,2,k-5th grade,beginner_k_to_5,2,,false,adj,tier1_dolch+dolch_grade3+fry_overlap+grade2_week16_item16,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
fully,6,6-8,intermediate_6_to_8,1178,75,false,adv,tier1_ngsl_general+ngsl_rank_1178+grade_estimate_6,intermediate,4.958,30.044,9.351,intermediate_seed,intermediate_6_to_8.csv
fumble,10,9-12,advanced_9_to_12,5382,515,false,n,tier3_bnc_coca+bnc_coca_band_6k+grade_estimate_10+general_or_nonacademic,advanced,2.432,10.676,29.904,advanced_seed,advanced_9_to_12.csv
fume,9,9-12,advanced_9_to_12,4362,888,false,n,tier3_bnc_coca+bnc_coca_band_5k+grade_estimate_9+general_or_nonacademic,advanced,3.572,10.363,30.067,advanced_seed,advanced_9_to_12.csv
fun,1,k-5th grade,beginner_k_to_5,856,,false,n,tier2_fry_filtered+fry_rank_856+grade1_week15_item7,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
function,6,6-8,intermediate_6_to_8,702,135,false,n,tier1_ngsl_general+ngsl_rank_702+grade_estimate_6,intermediate,8.297,29.729,9.613,intermediate_seed,intermediate_6_to_8.csv
functional,8,6-8,intermediate_6_to_8,2755,19,false,adj,tier1_ngsl_general+ngsl_rank_2755+grade_estimate_8,intermediate,3.877,29.67,9.724,intermediate_seed,intermediate_6_to_8.csv
fund,6,6-8,intermediate_6_to_8,527,187,false,n,tier1_ngsl_general+ngsl_rank_527+grade_estimate_6,intermediate,10.177,28.836,7.606,intermediate_seed,intermediate_6_to_8.csv
fundamental,7,6-8,intermediate_6_to_8,1881,39,false,adj,tier1_ngsl_general+ngsl_rank_1881+grade_estimate_7,intermediate,4.014,29.852,11.383,intermediate_seed,intermediate_6_to_8.csv
fundamentally,8,6-8,intermediate_6_to_8,678,18,true,adv,tier2_nawl_academic+nawl_rank_678+grade_estimate_8,intermediate,5.868,29.658,13.213,intermediate_seed,intermediate_6_to_8.csv
fungi,5,k-5th grade,beginner_k_to_5,292,,false,n,elementary_fill+grade5+grade5_week15_item12,beginner,29.8,7.5,2.0,beginner_seed,beginner_k_to_5.csv
fungus,5;6,6-8;k-5th grade,beginner_k_to_5;intermediate_6_to_8,291,14,true,n,elementary_fill+grade5+grade5_week15_item11 | tier2_nawl_academic+nawl_rank_751+bridge_from_beginner_grade_5+grade_estimate_6,intermediate,18.628,21.604,10.966,beginner_seed;intermediate_seed,beginner_k_to_5.csv;intermediate_6_to_8.csv
funk,10,9-12,advanced_9_to_12,6356,333,false,n,tier3_bnc_coca+bnc_coca_band_7k+grade_estimate_10+general_or_nonacademic,advanced,3.321,8.028,28.775,advanced_seed,advanced_9_to_12.csv
funnel,2,k-5th grade,beginner_k_to_5,302,,false,n,elementary_fill+grade2+grade2_week19_item14,beginner,29.8,7.5,2.0,beginner_seed,beginner_k_to_5.csv
funniest,2,k-5th grade,beginner_k_to_5,506,,false,n,elementary_fill+grade2+grade2_week32_item10,beginner,29.0,7.5,2.7,beginner_seed,beginner_k_to_5.csv
funny,K,k-5th grade,beginner_k_to_5,40,,false,adj,tier1_dolch+dolch_preprimer+grade3_week22_item3,beginner,29.8,7.5,2.0,beginner_seed,beginner_k_to_5.csv
furious,9,9-12,advanced_9_to_12,3416,1844,false,adj,tier3_bnc_coca+bnc_coca_band_4k+grade_estimate_9+general_or_nonacademic,advanced,1.961,11.114,31.688,advanced_seed,advanced_9_to_12.csv
furnace,10,9-12,advanced_9_to_12,6358,474,false,n,tier3_bnc_coca+bnc_coca_band_7k+grade_estimate_10+general_or_nonacademic,advanced,1.611,8.148,28.879,advanced_seed,advanced_9_to_12.csv
furnish,9,9-12,advanced_9_to_12,3417,1907,false,v,tier3_bnc_coca+bnc_coca_band_4k+grade_estimate_9+general_or_nonacademic,advanced,1.97,10.626,30.298,advanced_seed,advanced_9_to_12.csv
furniture,4;6,6-8;k-5th grade,beginner_k_to_5;intermediate_6_to_8,169,32,false,n,elementary_fill+grade4+grade4_week9_item9 | tier1_ngsl_general+ngsl_rank_2166+bridge_from_beginner_grade_4+grade_estimate_6,intermediate,19.974,20.799,7.836,beginner_seed;intermediate_seed,beginner_k_to_5.csv;intermediate_6_to_8.csv
furrow,10,9-12,advanced_9_to_12,6359,342,false,v,tier3_bnc_coca+bnc_coca_band_7k+grade_estimate_10+general_or_nonacademic,advanced,2.328,8.537,28.783,advanced_seed,advanced_9_to_12.csv
further,6,6-8,intermediate_6_to_8,400,251,false,adv,tier1_ngsl_general+ngsl_rank_400+grade_estimate_6,intermediate,8.45,28.933,7.692,intermediate_seed,intermediate_6_to_8.csv
furthermore,7,6-8,intermediate_6_to_8,1754,43,false,n,tier1_ngsl_general+ngsl_rank_1754+grade_estimate_7,intermediate,4.035,29.879,11.407,intermediate_seed,intermediate_6_to_8.csv
furtive,11,9-12,advanced_9_to_12,8363,231,false,adj,tier3_bnc_coca+bnc_coca_band_9k+grade_estimate_11+general_or_nonacademic,advanced,1.429,8.406,30.067,advanced_seed,advanced_9_to_12.csv
fury,9,9-12,advanced_9_to_12,4364,1094,false,n,tier3_bnc_coca+bnc_coca_band_5k+grade_estimate_9+general_or_nonacademic,advanced,3.626,10.434,30.13,advanced_seed,advanced_9_to_12.csv
fuse,9,9-12,advanced_9_to_12,3418,2108,false,n,tier3_bnc_coca+bnc_coca_band_4k+grade_estimate_9+general_or_nonacademic,advanced,3.796,10.661,30.328,advanced_seed,advanced_9_to_12.csv
fuselage,11,9-12,advanced_9_to_12,8364,275,false,n,tier3_bnc_coca+bnc_coca_band_9k+grade_estimate_11+general_or_nonacademic,advanced,1.473,8.464,29.418,advanced_seed,advanced_9_to_12.csv
fusion,7,6-8,intermediate_6_to_8,296,48,true,n,tier2_nawl_academic+nawl_rank_296+grade_estimate_7,intermediate,6.858,30.411,12.634,intermediate_seed,intermediate_6_to_8.csv
fuss,9,9-12,advanced_9_to_12,4365,1287,false,v,tier3_bnc_coca+bnc_coca_band_5k+grade_estimate_9+general_or_nonacademic,advanced,3.668,10.49,30.179,advanced_seed,advanced_9_to_12.csv
futile,10,9-12,advanced_9_to_12,5383,514,false,n,tier3_bnc_coca+bnc_coca_band_6k+grade_estimate_10+general_or_nonacademic,advanced,2.432,10.675,29.904,advanced_seed,advanced_9_to_12.csv
future,3;6,6-8;k-5th grade,beginner_k_to_5;intermediate_6_to_8,110,266,false,n,elementary_fill+grade3+grade3_week7_item14 | tier1_ngsl_general+ngsl_rank_370+buffer_from_beginner_grade_3+intermediate_buffer_addition+grade_estimate_6,intermediate,21.265,21.453,7.709,beginner_seed;intermediate_seed,beginner_k_to_5.csv;intermediate_6_to_8.csv
fuzz,10,9-12,advanced_9_to_12,6360,287,false,n,tier3_bnc_coca+bnc_coca_band_7k+grade_estimate_10+general_or_nonacademic,advanced,3.284,7.978,28.731,advanced_seed,advanced_9_to_12.csv
gable,10,9-12,advanced_9_to_12,6361,467,false,adj,tier3_bnc_coca+bnc_coca_band_7k+grade_estimate_10+general_or_nonacademic,advanced,2.407,8.643,28.875,advanced_seed,advanced_9_to_12.csv
gadget,4,k-5th grade,beginner_k_to_5,293,,false,n,elementary_fill+grade4+grade4_week15_item13,beginner,29.8,7.5,2.0,beginner_seed,beginner_k_to_5.csv
gag,10,9-12,advanced_9_to_12,5384,405,false,n,tier3_bnc_coca+bnc_coca_band_6k+grade_estimate_10+general_or_nonacademic,advanced,3.371,10.094,29.833,advanced_seed,advanced_9_to_12.csv
gain,6,6-8,intermediate_6_to_8,737,128,false,n,tier1_ngsl_general+ngsl_rank_737+grade_estimate_6,intermediate,10.084,28.712,7.498,intermediate_seed,intermediate_6_to_8.csv
gait,11,9-12,advanced_9_to_12,7365,159,false,n,tier3_bnc_coca+bnc_coca_band_8k+grade_estimate_11+general_or_nonacademic,advanced,3.137,7.782,28.56,advanced_seed,advanced_9_to_12.csv
gala,10,9-12,advanced_9_to_12,5385,453,false,n,tier3_bnc_coca+bnc_coca_band_6k+grade_estimate_10+general_or_nonacademic,advanced,3.399,10.132,29.866,advanced_seed,advanced_9_to_12.csv
galactic,11,9-12,advanced_9_to_12,8365,130,false,adj,tier3_bnc_coca+bnc_coca_band_9k+grade_estimate_11+general_or_nonacademic,advanced,1.288,8.217,29.202,advanced_seed,advanced_9_to_12.csv
galaxy,5,k-5th grade,beginner_k_to_5,189,,false,n,elementary_fill+grade5+grade5_week10_item9,beginner,29.8,7.5,2.0,beginner_seed,beginner_k_to_5.csv
gale,11,9-12,advanced_9_to_12,7366,679,false,n,tier3_bnc_coca+bnc_coca_band_8k+grade_estimate_11+general_or_nonacademic,advanced,3.503,8.271,28.987,advanced_seed,advanced_9_to_12.csv
gall,10,9-12,advanced_9_to_12,5386,1292,false,v,tier3_bnc_coca+bnc_coca_band_6k+grade_estimate_10+general_or_nonacademic,advanced,3.669,10.492,30.18,advanced_seed,advanced_9_to_12.csv
gallant,11,9-12,advanced_9_to_12,7367,389,false,adj,tier3_bnc_coca+bnc_coca_band_8k+grade_estimate_11+general_or_nonacademic,advanced,1.561,8.081,28.821,advanced_seed,advanced_9_to_12.csv
gallery,8,6-8,intermediate_6_to_8,2465,26,false,n,tier1_ngsl_general+ngsl_rank_2465+grade_estimate_8,intermediate,3.934,29.245,9.089,intermediate_seed,intermediate_6_to_8.csv
galley,10,9-12,advanced_9_to_12,6363,322,false,n,tier3_bnc_coca+bnc_coca_band_7k+grade_estimate_10+general_or_nonacademic,advanced,2.313,8.517,28.765,advanced_seed,advanced_9_to_12.csv
gallon,4,k-5th grade,beginner_k_to_5,678,,false,n,elementary_fill+grade4+grade4_week34_item18,beginner,29.8,7.5,2.0,beginner_seed,beginner_k_to_5.csv
gallop,5,k-5th grade,beginner_k_to_5,6,,false,n,elementary_fill+grade5+grade5_week1_item6,beginner,29.8,7.5,2.0,beginner_seed,beginner_k_to_5.csv
galvanize,10,9-12,advanced_9_to_12,6364,287,false,v,tier3_bnc_coca+bnc_coca_band_7k+grade_estimate_10+general_or_nonacademic,advanced,1.484,8.978,30.831,advanced_seed,advanced_9_to_12.csv
gamble,9,9-12,advanced_9_to_12,3421,1290,false,n,tier3_bnc_coca+bnc_coca_band_4k+grade_estimate_9+general_or_nonacademic,advanced,2.668,10.991,30.18,advanced_seed,advanced_9_to_12.csv
game,1,k-5th grade,beginner_k_to_5,457,,false,n,tier2_fry_filtered+fry_rank_457+grade1_week26_item1,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
gamma,10,9-12,advanced_9_to_12,6365,470,false,n,tier3_bnc_coca+bnc_coca_band_7k+grade_estimate_10+general_or_nonacademic,advanced,2.409,8.645,28.877,advanced_seed,advanced_9_to_12.csv
gamut,12,9-12,advanced_9_to_12,9373,97,false,n,tier3_bnc_coca+bnc_coca_band_10k+grade_estimate_12+general_or_nonacademic,advanced,2.018,8.124,28.421,advanced_seed,advanced_9_to_12.csv
gangster,10,9-12,advanced_9_to_12,6366,246,false,n,tier3_bnc_coca+bnc_coca_band_7k+grade_estimate_10+general_or_nonacademic,advanced,1.445,8.427,29.386,advanced_seed,advanced_9_to_12.csv
gaol,12,9-12,advanced_9_to_12,9374,398,false,v,tier3_bnc_coca+bnc_coca_band_10k+grade_estimate_12+general_or_nonacademic,advanced,3.366,8.089,28.827,advanced_seed,advanced_9_to_12.csv
gap,7,6-8,intermediate_6_to_8,1767,43,false,n,tier1_ngsl_general+ngsl_rank_1767+grade_estimate_7,intermediate,5.835,29.379,9.207,intermediate_seed,intermediate_6_to_8.csv
gape,10,9-12,advanced_9_to_12,5388,490,false,n,tier3_bnc_coca+bnc_coca_band_6k+grade_estimate_10+general_or_nonacademic,advanced,3.419,10.159,29.889,advanced_seed,advanced_9_to_12.csv
garb,12,9-12,advanced_9_to_12,9375,115,false,v,tier3_bnc_coca+bnc_coca_band_10k+grade_estimate_12+general_or_nonacademic,advanced,3.058,7.678,28.468,advanced_seed,advanced_9_to_12.csv
garbage,4,k-5th grade,beginner_k_to_5,335,,false,n,elementary_fill+grade4+grade4_week17_item15,beginner,29.0,7.0,2.0,beginner_seed,beginner_k_to_5.csv
garden,3,k-5th grade,beginner_k_to_5,773,,false,n,tier2_fry_filtered+fry_rank_773+grade3_week25_item4,beginner,29.8,7.5,2.0,beginner_seed,beginner_k_to_5.csv
garish,12,9-12,advanced_9_to_12,9376,145,false,adj,tier3_bnc_coca+bnc_coca_band_10k+grade_estimate_12+general_or_nonacademic,advanced,2.114,8.252,28.533,advanced_seed,advanced_9_to_12.csv
garland,11,9-12,advanced_9_to_12,8366,450,false,v,tier3_bnc_coca+bnc_coca_band_9k+grade_estimate_11+general_or_nonacademic,advanced,1.598,8.13,28.864,advanced_seed,advanced_9_to_12.csv
garlic,4,k-5th grade,beginner_k_to_5,489,,false,adj,elementary_fill+grade4+grade4_week25_item9,beginner,29.8,7.5,2.0,beginner_seed,beginner_k_to_5.csv
garment,9,9-12,advanced_9_to_12,4366,1261,false,n,tier3_bnc_coca+bnc_coca_band_5k+grade_estimate_9+general_or_nonacademic,advanced,1.862,10.983,31.573,advanced_seed,advanced_9_to_12.csv
garner,11,9-12,advanced_9_to_12,8367,230,false,v,tier3_bnc_coca+bnc_coca_band_9k+grade_estimate_11+general_or_nonacademic,advanced,2.228,8.404,28.666,advanced_seed,advanced_9_to_12.csv
garnish,10,9-12,advanced_9_to_12,5390,299,false,v,tier3_bnc_coca+bnc_coca_band_6k+grade_estimate_10+general_or_nonacademic,advanced,1.494,9.992,29.743,advanced_seed,advanced_9_to_12.csv
garrison,10,9-12,advanced_9_to_12,5391,639,false,v,tier3_bnc_coca+bnc_coca_band_6k+grade_estimate_10+general_or_nonacademic,advanced,1.687,10.75,30.669,advanced_seed,advanced_9_to_12.csv
gas,1,k-5th grade,beginner_k_to_5,711,,false,n,tier2_fry_filtered+fry_rank_711+grade1_week33_item7,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
gash,11,9-12,advanced_9_to_12,8368,201,false,v,tier3_bnc_coca+bnc_coca_band_9k+grade_estimate_11+general_or_nonacademic,advanced,3.195,7.859,28.627,advanced_seed,advanced_9_to_12.csv
gasoline,11,9-12,advanced_9_to_12,7368,68,false,n,tier3_bnc_coca+bnc_coca_band_8k+grade_estimate_11+general_or_nonacademic,advanced,1.135,8.014,29.024,advanced_seed,advanced_9_to_12.csv
gasp,9,9-12,advanced_9_to_12,3423,1520,false,v,tier3_bnc_coca+bnc_coca_band_4k+grade_estimate_9+general_or_nonacademic,advanced,3.711,10.548,30.229,advanced_seed,advanced_9_to_12.csv
gastric,10,9-12,advanced_9_to_12,6367,2085,false,adj,tier3_bnc_coca+bnc_coca_band_7k+grade_estimate_10+general_or_nonacademic,advanced,1.993,8.657,29.325,advanced_seed,advanced_9_to_12.csv
gastrointestinal,10,9-12,advanced_9_to_12,6368,525,false,adj,tier3_bnc_coca+bnc_coca_band_7k+grade_estimate_10+general_or_nonacademic,advanced,1.637,8.683,31.11,advanced_seed,advanced_9_to_12.csv
gate,7,6-8,intermediate_6_to_8,2060,34,false,v,tier1_ngsl_general+ngsl_rank_2060+grade_estimate_7,intermediate,5.786,29.815,10.55,intermediate_seed,intermediate_6_to_8.csv
gather,7,6-8,intermediate_6_to_8,1286,67,false,n,tier1_ngsl_general+ngsl_rank_1286+grade_estimate_7,intermediate,4.932,30.009,9.321,intermediate_seed,intermediate_6_to_8.csv
gaudy,11,9-12,advanced_9_to_12,8369,187,false,n,tier3_bnc_coca+bnc_coca_band_9k+grade_estimate_11+general_or_nonacademic,advanced,2.177,8.336,28.606,advanced_seed,advanced_9_to_12.csv
gauge,8,6-8,intermediate_6_to_8,792,12,true,n,tier2_nawl_academic+nawl_rank_792+grade_estimate_8,intermediate,6.605,29.574,10.94,intermediate_seed,intermediate_6_to_8.csv
gaunt,11,9-12,advanced_9_to_12,8370,355,false,n,tier3_bnc_coca+bnc_coca_band_9k+grade_estimate_11+general_or_nonacademic,advanced,2.337,8.55,28.794,advanced_seed,advanced_9_to_12.csv
gauntlet,12,9-12,advanced_9_to_12,9377,168,false,n,tier3_bnc_coca+bnc_coca_band_10k+grade_estimate_12+general_or_nonacademic,advanced,1.35,8.3,29.275,advanced_seed,advanced_9_to_12.csv
gauze,12,9-12,advanced_9_to_12,9378,115,false,n,tier3_bnc_coca+bnc_coca_band_10k+grade_estimate_12+general_or_nonacademic,advanced,2.058,8.178,28.468,advanced_seed,advanced_9_to_12.csv
gave,2,k-5th grade,beginner_k_to_5,8,,false,n,tier1_dolch+dolch_grade2+fry_overlap+grade2_week7_item11,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
gay,7,6-8,intermediate_6_to_8,2040,35,false,n,tier1_ngsl_general+ngsl_rank_2040+grade_estimate_7,intermediate,5.792,29.323,9.157,intermediate_seed,intermediate_6_to_8.csv
gaze,8,6-8,intermediate_6_to_8,2772,19,false,n,tier1_ngsl_general+ngsl_rank_2772+grade_estimate_8,intermediate,5.677,29.17,9.024,intermediate_seed,intermediate_6_to_8.csv
gazette,11,9-12,advanced_9_to_12,7369,350,false,n,tier3_bnc_coca+bnc_coca_band_8k+grade_estimate_11+general_or_nonacademic,advanced,1.534,8.045,28.789,advanced_seed,advanced_9_to_12.csv
gear,8,6-8,intermediate_6_to_8,2513,25,false,n,tier1_ngsl_general+ngsl_rank_2513+grade_estimate_8,intermediate,5.726,29.235,9.081,intermediate_seed,intermediate_6_to_8.csv
gel,9,9-12,advanced_9_to_12,4367,924,false,n,tier3_bnc_coca+bnc_coca_band_5k+grade_estimate_9+general_or_nonacademic,advanced,3.582,10.376,30.079,advanced_seed,advanced_9_to_12.csv
gem,10,9-12,advanced_9_to_12,5392,582,false,n,tier3_bnc_coca+bnc_coca_band_6k+grade_estimate_10+general_or_nonacademic,advanced,3.463,10.218,29.941,advanced_seed,advanced_9_to_12.csv
gender,8,6-8,intermediate_6_to_8,2280,30,false,n,tier1_ngsl_general+ngsl_rank_2280+grade_estimate_8,intermediate,4.761,29.782,9.121,intermediate_seed,intermediate_6_to_8.csv
gene,7,6-8,intermediate_6_to_8,1948,37,false,n,tier1_ngsl_general+ngsl_rank_1948+grade_estimate_7,intermediate,5.803,29.338,9.17,intermediate_seed,intermediate_6_to_8.csv
genealogy,11,9-12,advanced_9_to_12,7370,221,false,n,tier3_bnc_coca+bnc_coca_band_8k+grade_estimate_11+general_or_nonacademic,advanced,1.418,8.391,29.355,advanced_seed,advanced_9_to_12.csv
genera,12,9-12,advanced_9_to_12,9379,190,false,n,tier3_bnc_coca+bnc_coca_band_10k+grade_estimate_12+general_or_nonacademic,advanced,2.181,8.341,28.611,advanced_seed,advanced_9_to_12.csv
general,3;6,6-8;k-5th grade,beginner_k_to_5;intermediate_6_to_8,404,248,false,adj,tier2_fry_filtered+fry_rank_516+grade3_week31_item16 | tier1_ngsl_general+ngsl_rank_404+buffer_from_beginner_grade_3+intermediate_buffer_addition+grade_estimate_6,intermediate,20.447,20.929,7.688,beginner_seed;intermediate_seed,beginner_k_to_5.csv;intermediate_6_to_8.csv
generalization,7,6-8,intermediate_6_to_8,336,45,true,n,tier2_nawl_academic+nawl_rank_336+grade_estimate_7,intermediate,6.044,30.392,14.818,intermediate_seed,intermediate_6_to_8.csv
generalize,4;6,6-8;k-5th grade,beginner_k_to_5;intermediate_6_to_8,94,80,true,n,elementary_fill+grade4+grade4_week22_item6 | tier2_nawl_academic+nawl_rank_94+bridge_from_beginner_grade_4+grade_estimate_6,intermediate,18.173,22.563,13.468,beginner_seed;intermediate_seed,beginner_k_to_5.csv;intermediate_6_to_8.csv
generally,6,6-8,intermediate_6_to_8,848,112,false,adv,tier1_ngsl_general+ngsl_rank_848+grade_estimate_6,intermediate,8.252,29.169,8.16,intermediate_seed,intermediate_6_to_8.csv
generals,9,9-12,advanced_9_to_12,4368,2671,false,n,tier3_bnc_coca+bnc_coca_band_5k+grade_estimate_9+general_or_nonacademic,advanced,2.057,11.243,31.1,advanced_seed,advanced_9_to_12.csv
generate,4;6,6-8;k-5th grade,beginner_k_to_5;intermediate_6_to_8,400,59,false,v,elementary_fill+grade4+grade4_week20_item20 | tier1_ngsl_general+ngsl_rank_1426+bridge_from_beginner_grade_4+grade_estimate_6,intermediate,20.103,21.471,9.387,beginner_seed;intermediate_seed,beginner_k_to_5.csv;intermediate_6_to_8.csv
generation,6,6-8,intermediate_6_to_8,998,92,false,n,tier1_ngsl_general+ngsl_rank_998+grade_estimate_6,intermediate,8.205,29.607,9.506,intermediate_seed,intermediate_6_to_8.csv
generator,9,9-12,advanced_9_to_12,4369,756,false,n,tier3_bnc_coca+bnc_coca_band_5k+grade_estimate_9+general_or_nonacademic,advanced,1.731,10.807,30.719,advanced_seed,advanced_9_to_12.csv
genesis,10,9-12,advanced_9_to_12,5393,591,false,n,tier3_bnc_coca+bnc_coca_band_6k+grade_estimate_10+general_or_nonacademic,advanced,1.667,10.223,29.945,advanced_seed,advanced_9_to_12.csv
genetic,8,6-8,intermediate_6_to_8,2466,26,false,adj,tier1_ngsl_general+ngsl_rank_2466+grade_estimate_8,intermediate,3.934,29.245,9.089,intermediate_seed,intermediate_6_to_8.csv
genetically,8,6-8,intermediate_6_to_8,705,17,true,adv,tier2_nawl_academic+nawl_rank_705+grade_estimate_8,intermediate,5.859,29.645,13.202,intermediate_seed,intermediate_6_to_8.csv
genetics,7,6-8,intermediate_6_to_8,610,23,true,n,tier2_nawl_academic+nawl_rank_610+grade_estimate_7,intermediate,5.911,29.715,11.763,intermediate_seed,intermediate_6_to_8.csv
genial,11,9-12,advanced_9_to_12,8371,198,false,adj,tier3_bnc_coca+bnc_coca_band_9k+grade_estimate_11+general_or_nonacademic,advanced,2.191,8.354,28.623,advanced_seed,advanced_9_to_12.csv
genital,10,9-12,advanced_9_to_12,6369,429,false,adj,tier3_bnc_coca+bnc_coca_band_7k+grade_estimate_10+general_or_nonacademic,advanced,1.585,8.114,28.85,advanced_seed,advanced_9_to_12.csv
genius,9,9-12,advanced_9_to_12,3425,1096,false,n,tier3_bnc_coca+bnc_coca_band_4k+grade_estimate_9+general_or_nonacademic,advanced,2.626,10.935,30.131,advanced_seed,advanced_9_to_12.csv
